prompt,pipeline
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.188:8043/sub_hd"", ""video_scale"": {""width"": 1169, ""height"": 516}, ""frame_rate"": ""50/2"", ""detect"": {""model"": ""/var/lib/models/openvino/classification/1.0/FP16/model_4216.xml"", ""device"": ""GPU"", ""model_proc"": ""/opt/intel/model_proc/classification/model_2000.json"", ""threshold"": 0.7}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/opt/models/tensorflow/segmentation/3.0/FP32/model_1642.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list"", ""model_proc"": ""/opt/intel/model_proc/detection/model_3677.json""}, ""emit_signals"": true, ""sync"": false, ""drop"": true, ""max_buffers"": 728}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.188:8043/sub_hd ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=50/2 ! videoscale ! video/x-raw,width=1169,height=516 ! gvadetect model=/var/lib/models/openvino/classification/1.0/FP16/model_4216.xml device=GPU model-proc=/opt/intel/model_proc/classification/model_2000.json threshold=0.7 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/opt/models/tensorflow/segmentation/3.0/FP32/model_1642.xml device=GPU inference-region=roi-list model-proc=/opt/intel/model_proc/detection/model_3677.json ! queue ! appsink name=appsink emit-signals=True drop=True sync=False max-buffers=728"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.98:8066/3"", ""caps_filter"": ""I420_12BE"", ""detect"": {""model"": ""/home/user/.local/models/intel/segmentation/5.0/FP16/model_7834.xml"", ""device"": ""GPU"", ""model_proc"": ""/var/lib/intel/model_proc/classification/model_8255.json""}, ""track"": {""tracking_type"": 2}, ""emit_signals"": true, ""sync"": false, ""drop"": true, ""max_buffers"": 227}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.98:8066/3 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=I420_12BE ! gvadetect model=/home/user/.local/models/intel/segmentation/5.0/FP16/model_7834.xml device=GPU model-proc=/var/lib/intel/model_proc/classification/model_8255.json ! queue ! gvatrack tracking-type=2 ! queue ! appsink name=appsink emit-signals=True drop=True sync=False max-buffers=227"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/retail/aisle_7/cam_7.mp4"", ""video_crop"": {""top"": 0, ""left"": 47, ""right"": 56, ""bottom"": 248}, ""frame_rate"": ""20/1"", ""detect"": {""model"": ""/usr/share/models/tensorflow/recognition/2.0/INT8/model_2168.xml"", ""device"": ""GPU"", ""threshold"": 0.9}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/opt/models/openvino/detection/5.0/INT8/model_2835.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/openvino/detection/3.0/FP32/model_2400.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/data/retail/aisle_7/cam_7.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=20/1 ! videocrop top=0 left=47 right=56 bottom=248 ! queue ! gvadetect model=/usr/share/models/tensorflow/recognition/2.0/INT8/model_2168.xml device=GPU threshold=0.9 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/opt/models/openvino/detection/5.0/INT8/model_2835.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/openvino/detection/3.0/FP32/model_2400.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.81:8007/sub_high"", ""video_crop"": {""top"": 139, ""left"": 35, ""right"": 87, ""bottom"": 413}, ""video_scale"": {""width"": 655, ""height"": 366}, ""detect"": {""model"": ""/home/user/.local/models/tensorflow/detection/2.1/INT8/model_1311.xml"", ""device"": ""HDDL""}, ""track"": {""tracking_type"": 2}, ""classify"": {""model"": ""/var/lib/models/openvino/segmentation/5.0/INT8/model_8604.xml"", ""device"": ""CPU"", ""inference_region"": ""full-frame"", ""model_proc"": ""/usr/share/intel/model_proc/segmentation/model_1487.json""}, ""inference"": [{""model"": ""/opt/models/intel/detection/5.0/FP16/model_8699.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/pytorch/classification/4.0/FP32/model_2224.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/intel/recognition/2.0/FP32/model_3095.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.81:8007/sub_high ! rtph264depay ! h264parse ! avdec_h264 ! videocrop top=139 left=35 right=87 bottom=413 ! queue ! videoscale ! video/x-raw,width=655,height=366 ! gvadetect model=/home/user/.local/models/tensorflow/detection/2.1/INT8/model_1311.xml device=HDDL ! queue ! gvatrack tracking-type=2 ! queue ! gvaclassify model=/var/lib/models/openvino/segmentation/5.0/INT8/model_8604.xml device=CPU inference-region=full-frame model-proc=/usr/share/intel/model_proc/segmentation/model_1487.json ! queue ! gvainference model=/opt/models/intel/detection/5.0/FP16/model_8699.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/pytorch/classification/4.0/FP32/model_2224.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/intel/recognition/2.0/FP32/model_3095.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_3/checkout/sensor_10.mp4"", ""video_crop"": {""top"": 465, ""left"": 31, ""right"": 49, ""bottom"": 236}, ""caps_filter"": ""Y444_10LE"", ""frame_rate"": ""2/1"", ""detect"": {""model"": ""/usr/local/models/onnx/segmentation/4.0/FP16/model_7255.xml"", ""device"": ""HDDL"", ""inference_interval"": 9}, ""track"": {""tracking_type"": ""zero-term""}, ""classify"": {""model"": ""/var/lib/models/tensorflow/detection/3.0/INT8/model_7601.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/var/lib/models/tensorflow/classification/1.0/INT8/model_7919.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/pytorch/classification/2.1/FP16/model_9032.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 724}","gst-launch-1.0 filesrc location=/opt/mall_3/checkout/sensor_10.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=2/1 ! videoconvert ! capsfilter caps=video/x-raw,format=Y444_10LE ! videocrop top=465 left=31 right=49 bottom=236 ! queue ! gvadetect model=/usr/local/models/onnx/segmentation/4.0/FP16/model_7255.xml device=HDDL inference-interval=9 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvaclassify model=/var/lib/models/tensorflow/detection/3.0/INT8/model_7601.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/tensorflow/classification/1.0/INT8/model_7919.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/pytorch/classification/2.1/FP16/model_9032.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=724"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.11:8020/main_low"", ""video_scale"": {""width"": 1721, ""height"": 618}, ""caps_filter"": ""NV21"", ""detect"": {""model"": ""/usr/local/models/onnx/recognition/3.0/FP32/model_6398.xml"", ""device"": ""CPU"", ""model_proc"": ""/usr/share/intel/model_proc/recognition/model_6758.json"", ""threshold"": 0.88}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/var/lib/models/tensorflow/classification/4.0/FP32/model_2371.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/intel/recognition/3.0/FP16/model_2906.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.11:8020/main_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=NV21 ! videoscale ! video/x-raw,width=1721,height=618 ! gvadetect model=/usr/local/models/onnx/recognition/3.0/FP32/model_6398.xml device=CPU model-proc=/usr/share/intel/model_proc/recognition/model_6758.json threshold=0.88 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/var/lib/models/tensorflow/classification/4.0/FP32/model_2371.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/intel/recognition/3.0/FP16/model_2906.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.59:8022/sub_low"", ""video_crop"": {""top"": 21, ""left"": 99, ""right"": 4, ""bottom"": 136}, ""video_scale"": {""width"": 1858, ""height"": 635}, ""caps_filter"": ""YUV9"", ""detect"": {""model"": ""/usr/share/models/onnx/detection/5.0/INT8/model_8276.xml"", ""device"": ""CPU"", ""model_proc"": ""/opt/intel/model_proc/classification/model_5267.json""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 673}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.59:8022/sub_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=YUV9 ! videocrop top=21 left=99 right=4 bottom=136 ! queue ! videoscale ! video/x-raw,width=1858,height=635 ! gvadetect model=/usr/share/models/onnx/detection/5.0/INT8/model_8276.xml device=CPU model-proc=/opt/intel/model_proc/classification/model_5267.json ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=673"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/warehouse_3/aisle_10.mp4"", ""frame_rate"": ""30/1"", ""detect"": {""model"": ""/usr/share/models/tensorflow/classification/4.0/FP32/model_8533.xml"", ""device"": ""GPU""}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""classify"": {""model"": ""/usr/local/models/openvino/segmentation/5.0/INT8/model_9913.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""emit_signals"": true, ""sync"": false, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/data/warehouse_3/aisle_10.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=30/1 ! gvadetect model=/usr/share/models/tensorflow/classification/4.0/FP32/model_8533.xml device=GPU ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! gvaclassify model=/usr/local/models/openvino/segmentation/5.0/INT8/model_9913.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=False"
"{""source_type"": ""file"", ""source_location"": ""/opt/retail_1/surveillance/sensor_1.mp4"", ""video_scale"": {""width"": 1512, ""height"": 924}, ""caps_filter"": ""v216"", ""detect"": {""model"": ""/usr/share/models/openvino/segmentation/2.1/INT8/model_6367.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/local/intel/model_proc/classification/model_1547.json"", ""inference_interval"": 2}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/usr/share/models/openvino/detection/2.1/INT8/model_7730.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 551}","gst-launch-1.0 filesrc location=/opt/retail_1/surveillance/sensor_1.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=v216 ! videoscale ! video/x-raw,width=1512,height=924 ! gvadetect model=/usr/share/models/openvino/segmentation/2.1/INT8/model_6367.xml device=GPU model-proc=/usr/local/intel/model_proc/classification/model_1547.json inference-interval=2 ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/usr/share/models/openvino/detection/2.1/INT8/model_7730.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=551"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store/surveillance_1/device_1.mp4"", ""video_crop"": {""top"": 0, ""left"": 67, ""right"": 67, ""bottom"": 388}, ""video_scale"": {""width"": 786, ""height"": 420}, ""caps_filter"": ""A444"", ""detect"": {""model"": ""/opt/models/pytorch/recognition/4.0/INT8/model_8516.xml"", ""device"": ""CPU""}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""inference"": [{""model"": ""/home/user/.local/models/tensorflow/detection/2.1/FP16/model_8686.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/classification/4.0/INT8/model_6565.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/onnx/segmentation/3.0/INT8/model_8752.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/intel/segmentation/2.1/FP32/model_4208.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false, ""max_buffers"": 796}","gst-launch-1.0 filesrc location=/opt/data/store/surveillance_1/device_1.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=A444 ! videocrop top=0 left=67 right=67 bottom=388 ! queue ! videoscale ! video/x-raw,width=786,height=420 ! gvadetect model=/opt/models/pytorch/recognition/4.0/INT8/model_8516.xml device=CPU ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! gvainference model=/home/user/.local/models/tensorflow/detection/2.1/FP16/model_8686.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/classification/4.0/INT8/model_6565.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/onnx/segmentation/3.0/INT8/model_8752.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/local/models/intel/segmentation/2.1/FP32/model_4208.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True max-buffers=796"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_8/aisle/camera_8.mp4"", ""video_scale"": {""width"": 1412, ""height"": 587}, ""caps_filter"": ""GBR_16LE"", ""detect"": {""model"": ""/usr/share/models/onnx/recognition/3.0/INT8/model_5083.xml"", ""device"": ""GPU"", ""model_proc"": ""/var/lib/intel/model_proc/segmentation/model_2968.json"", ""inference_interval"": 9}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/usr/local/models/intel/recognition/2.1/FP16/model_4087.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/onnx/recognition/2.0/FP32/model_7196.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/openvino/segmentation/2.0/FP32/model_6857.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/onnx/detection/5.0/FP32/model_3176.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/mall_8/aisle/camera_8.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=GBR_16LE ! videoscale ! video/x-raw,width=1412,height=587 ! gvadetect model=/usr/share/models/onnx/recognition/3.0/INT8/model_5083.xml device=GPU model-proc=/var/lib/intel/model_proc/segmentation/model_2968.json inference-interval=9 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/usr/local/models/intel/recognition/2.1/FP16/model_4087.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/onnx/recognition/2.0/FP32/model_7196.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/openvino/segmentation/2.0/FP32/model_6857.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/onnx/detection/5.0/FP32/model_3176.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.44:8052/sub_low"", ""video_crop"": {""top"": 420, ""left"": 33, ""right"": 57, ""bottom"": 408}, ""video_scale"": {""width"": 1239, ""height"": 809}, ""detect"": {""model"": ""/usr/share/models/openvino/segmentation/1.0/FP32/model_8749.xml"", ""device"": ""HDDL"", ""model_proc"": ""/opt/intel/model_proc/recognition/model_3815.json"", ""threshold"": 0.8}, ""track"": {""tracking_type"": ""zero-term""}, ""classify"": {""model"": ""/home/user/.local/models/intel/detection/5.0/FP32/model_2182.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame""}, ""emit_signals"": true, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.44:8052/sub_low ! rtph264depay ! h264parse ! avdec_h264 ! videocrop top=420 left=33 right=57 bottom=408 ! queue ! videoscale ! video/x-raw,width=1239,height=809 ! gvadetect model=/usr/share/models/openvino/segmentation/1.0/FP32/model_8749.xml device=HDDL model-proc=/opt/intel/model_proc/recognition/model_3815.json threshold=0.8 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvaclassify model=/home/user/.local/models/intel/detection/5.0/FP32/model_2182.xml device=HDDL inference-region=full-frame ! queue ! appsink name=appsink emit-signals=True drop=False sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/store_3/storage/camera_2.mp4"", ""frame_rate"": ""2/1"", ""detect"": {""model"": ""/home/user/.local/models/intel/detection/2.0/FP32/model_1753.xml"", ""device"": ""GPU"", ""model_proc"": ""/opt/intel/model_proc/detection/model_1319.json"", ""threshold"": 0.76, ""inference_interval"": 3}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""inference"": [{""model"": ""/var/lib/models/intel/recognition/4.0/FP16/model_5966.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/onnx/detection/1.0/FP32/model_8921.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/store_3/storage/camera_2.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=2/1 ! gvadetect model=/home/user/.local/models/intel/detection/2.0/FP32/model_1753.xml device=GPU model-proc=/opt/intel/model_proc/detection/model_1319.json threshold=0.76 inference-interval=3 ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! gvainference model=/var/lib/models/intel/recognition/4.0/FP16/model_5966.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/onnx/detection/1.0/FP32/model_8921.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.113:8076/preview_sd"", ""video_scale"": {""width"": 1549, ""height"": 396}, ""detect"": {""model"": ""/usr/local/models/onnx/segmentation/2.1/INT8/model_4352.xml"", ""device"": ""CPU"", ""model_proc"": ""/usr/share/intel/model_proc/classification/model_8580.json""}, ""track"": {""tracking_type"": 2}, ""emit_signals"": true, ""sync"": false, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.113:8076/preview_sd ! rtph264depay ! h264parse ! avdec_h264 ! videoscale ! video/x-raw,width=1549,height=396 ! gvadetect model=/usr/local/models/onnx/segmentation/2.1/INT8/model_4352.xml device=CPU model-proc=/usr/share/intel/model_proc/classification/model_8580.json ! queue ! gvatrack tracking-type=2 ! queue ! appsink name=appsink emit-signals=True drop=True sync=False"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/shop/aisle_10/cam_10.mp4"", ""video_crop"": {""top"": 134, ""left"": 67, ""right"": 0, ""bottom"": 262}, ""video_scale"": {""width"": 986, ""height"": 402}, ""detect"": {""model"": ""/usr/share/models/pytorch/recognition/1.0/FP16/model_3839.xml"", ""device"": ""HDDL"", ""model_proc"": ""/opt/intel/model_proc/detection/model_1062.json"", ""threshold"": 0.86}, ""track"": {""tracking_type"": 2}, ""classify"": {""model"": ""/usr/local/models/openvino/segmentation/2.1/FP32/model_4558.xml"", ""device"": ""GPU"", ""inference_region"": ""full-frame""}, ""inference"": [{""model"": ""/usr/local/models/onnx/detection/1.0/FP32/model_3423.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/tensorflow/segmentation/5.0/FP32/model_4347.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/data/shop/aisle_10/cam_10.mp4 ! decodebin ! videocrop top=134 left=67 right=0 bottom=262 ! queue ! videoscale ! video/x-raw,width=986,height=402 ! gvadetect model=/usr/share/models/pytorch/recognition/1.0/FP16/model_3839.xml device=HDDL model-proc=/opt/intel/model_proc/detection/model_1062.json threshold=0.86 ! queue ! gvatrack tracking-type=2 ! queue ! gvaclassify model=/usr/local/models/openvino/segmentation/2.1/FP32/model_4558.xml device=GPU inference-region=full-frame ! queue ! gvainference model=/usr/local/models/onnx/detection/1.0/FP32/model_3423.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/tensorflow/segmentation/5.0/FP32/model_4347.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/retail/surveillance_10/camera_4.mp4"", ""video_crop"": {""top"": 38, ""left"": 86, ""right"": 97, ""bottom"": 268}, ""video_scale"": {""width"": 1255, ""height"": 638}, ""caps_filter"": ""P016_LE"", ""frame_rate"": ""50/2"", ""detect"": {""model"": ""/opt/models/openvino/detection/4.0/INT8/model_1698.xml"", ""device"": ""CPU"", ""model_proc"": ""/home/user/.local/intel/model_proc/segmentation/model_4377.json""}, ""track"": {""tracking_type"": 1}, ""inference"": [{""model"": ""/usr/local/models/openvino/segmentation/1.0/FP32/model_5076.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/intel/classification/5.0/FP16/model_8597.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/tensorflow/classification/2.1/FP16/model_7039.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/tensorflow/recognition/1.0/INT8/model_6203.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/tensorflow/classification/2.1/INT8/model_1154.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": false, ""max_buffers"": 922}","gst-launch-1.0 filesrc location=/opt/data/retail/surveillance_10/camera_4.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=50/2 ! videoconvert ! capsfilter caps=video/x-raw,format=P016_LE ! videocrop top=38 left=86 right=97 bottom=268 ! queue ! videoscale ! video/x-raw,width=1255,height=638 ! gvadetect model=/opt/models/openvino/detection/4.0/INT8/model_1698.xml device=CPU model-proc=/home/user/.local/intel/model_proc/segmentation/model_4377.json ! queue ! gvatrack tracking-type=1 ! queue ! gvainference model=/usr/local/models/openvino/segmentation/1.0/FP32/model_5076.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/share/models/intel/classification/5.0/FP16/model_8597.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/tensorflow/classification/2.1/FP16/model_7039.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/tensorflow/recognition/1.0/INT8/model_6203.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/tensorflow/classification/2.1/INT8/model_1154.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=False max-buffers=922"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_2/storage/device_3.mp4"", ""video_scale"": {""width"": 755, ""height"": 1007}, ""detect"": {""model"": ""/home/user/.local/models/tensorflow/detection/5.0/FP32/model_7120.xml"", ""device"": ""GPU"", ""model_proc"": ""/opt/intel/model_proc/detection/model_9270.json""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""emit_signals"": false, ""sync"": false, ""drop"": false, ""max_buffers"": 559}","gst-launch-1.0 filesrc location=/opt/mall_2/storage/device_3.mp4 ! decodebin ! videoscale ! video/x-raw,width=755,height=1007 ! gvadetect model=/home/user/.local/models/tensorflow/detection/5.0/FP32/model_7120.xml device=GPU model-proc=/opt/intel/model_proc/detection/model_9270.json ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! appsink name=appsink emit-signals=False drop=False sync=False max-buffers=559"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/retail_2/aisle_3.mp4"", ""caps_filter"": ""A444_12BE"", ""frame_rate"": ""25/10"", ""detect"": {""model"": ""/usr/local/models/tensorflow/classification/4.0/FP16/model_6397.xml"", ""device"": ""CPU"", ""threshold"": 0.76}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/var/lib/models/onnx/detection/4.0/FP16/model_3656.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 223}","gst-launch-1.0 filesrc location=/opt/data/retail_2/aisle_3.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=25/10 ! videoconvert ! capsfilter caps=video/x-raw,format=A444_12BE ! gvadetect model=/usr/local/models/tensorflow/classification/4.0/FP16/model_6397.xml device=CPU threshold=0.76 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/var/lib/models/onnx/detection/4.0/FP16/model_3656.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=223"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.190:8018/2"", ""video_scale"": {""width"": 864, ""height"": 951}, ""frame_rate"": ""25/1"", ""detect"": {""model"": ""/usr/local/models/openvino/segmentation/2.1/FP32/model_8676.xml"", ""device"": ""GPU"", ""inference_interval"": 3}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.190:8018/2 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=25/1 ! videoscale ! video/x-raw,width=864,height=951 ! gvadetect model=/usr/local/models/openvino/segmentation/2.1/FP32/model_8676.xml device=GPU inference-interval=3 ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
